Source Name	Characteristics[OperatorVariation]	Characteristics[DataSource]	Characteristics[4 meta-groups]	Characteristics[15 meta-groups]	Characteristics[369 groups]	Characteristics[groups with 10 and more replicates]	Characteristics[Blood/NonBlood meta-groups]	Characteristics[Organism]	Characteristics[OrganismPart]	Characteristics[CellType]	Characteristics[CellLine]	Characteristics[DiseaseState]	Characteristics[DevelopmentalStage]	Characteristics[DiseaseStage]	Characteristics[Sex]	Characteristics[Age]	Characteristics[Generalization 6 on reduced data]	Labeled Extract Name	Label	Hybridization Name	Array Design REF	Array Data File	Comment [ArrayExpress FTP file]	Protocol REF	Derived Array Data Matrix File	Comment [Derived ArrayExpress FTP file]	Factor Value[4 meta-groups]	Factor Value[15 meta-groups]	Factor Value[369 groups]	Factor Value[Blood-NonBlood meta-groups]	Factor Value[6 meta-groups]	Factor Value[4 groups from blood to incompletely diff]	Factor Value[96 groups]
484696314.CEL	"Stephen,,Henderson"	E-MEXP-353	neoplasm	sarcoma	leiomyosarcoma	  	non blood	Homo sapiens	right elbow	  	  	leiomyosarcoma	adult	  	male	  	  	484696314.CEL_L	biotin	484696314.CEL	A-AFFY-33	484696314.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.raw.73.zip	P-MTAB-2072	hgu133a_rma_okFiles_080619_MAGETAB.csv	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.processed.2.zip	neoplasm	sarcoma	leiomyosarcoma	non blood	  	connective	    
484696358.CEL	"Stephen,,Henderson"	E-MEXP-353	neoplasm	sarcoma	chondrosarcoma	  	non blood	Homo sapiens	right humerus	  	  	chondrosarcoma	adult	  	female	  	  	484696358.CEL_L	biotin	484696358.CEL	A-AFFY-33	484696358.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.raw.48.zip	P-MTAB-2072	hgu133a_rma_okFiles_080619_MAGETAB.csv	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.processed.2.zip	neoplasm	sarcoma	chondrosarcoma	non blood	  	connective	    
484696402.CEL	"Stephen,,Henderson"	E-MEXP-353	neoplasm	sarcoma	osteosarcoma	  	non blood	Homo sapiens	right knee	  	  	osteosarcoma	adult	  	female	  	  	484696402.CEL_L	biotin	484696402.CEL	A-AFFY-33	484696402.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.raw.98.zip	P-MTAB-2072	hgu133a_rma_okFiles_080619_MAGETAB.csv	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.processed.2.zip	neoplasm	sarcoma	osteosarcoma	non blood	  	connective	    
484696446.CEL	"Stephen,,Henderson"	E-MEXP-353	neoplasm	sarcoma	myxoid liposarcoma	  	non blood	Homo sapiens	left thigh	  	  	myxoid liposarcoma	adult	  	male	  	  	484696446.CEL_L	biotin	484696446.CEL	A-AFFY-33	484696446.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.raw.96.zip	P-MTAB-2072	hgu133a_rma_okFiles_080619_MAGETAB.csv	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.processed.2.zip	neoplasm	sarcoma	myxoid liposarcoma	non blood	  	connective	    
484696499.CEL	"Stephen,,Henderson"	E-MEXP-353	disease	solid tissue non neoplastic disease	lipoma	  	non blood	Homo sapiens	right thigh	  	  	lipoma	adult	  	female	  	  	484696499.CEL_L	biotin	484696499.CEL	A-AFFY-33	484696499.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.raw.74.zip	P-MTAB-2072	hgu133a_rma_okFiles_080619_MAGETAB.csv	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.processed.2.zip	disease	solid tissue non neoplastic disease	lipoma	non blood	  	the rest	    
484696552.CEL	"Stephen,,Henderson"	E-MEXP-353	neoplasm	sarcoma	leiomyosarcoma	  	non blood	Homo sapiens	  	  	  	leiomyosarcoma	adult	  	  	  	  	484696552.CEL_L	biotin	484696552.CEL	A-AFFY-33	484696552.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.raw.73.zip	P-MTAB-2072	hgu133a_rma_okFiles_080619_MAGETAB.csv	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.processed.2.zip	neoplasm	sarcoma	leiomyosarcoma	non blood	  	connective	    
484696605.CEL	"Stephen,,Henderson"	E-MEXP-353	neoplasm	sarcoma	monophasic synovial sarcoma	  	non blood	Homo sapiens	right thigh	  	  	monophasic synovial sarcoma	adult	  	female	  	  	484696605.CEL_L	biotin	484696605.CEL	A-AFFY-33	484696605.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.raw.95.zip	P-MTAB-2072	hgu133a_rma_okFiles_080619_MAGETAB.csv	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.processed.2.zip	neoplasm	sarcoma	monophasic synovial sarcoma	non blood	  	connective	    
484696658.CEL	"Stephen,,Henderson"	E-MEXP-353	neoplasm	sarcoma	chondrosarcoma	  	non blood	Homo sapiens	right tibia	  	  	chondrosarcoma	adult	  	female	  	  	484696658.CEL_L	biotin	484696658.CEL	A-AFFY-33	484696658.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.raw.48.zip	P-MTAB-2072	hgu133a_rma_okFiles_080619_MAGETAB.csv	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.processed.2.zip	neoplasm	sarcoma	chondrosarcoma	non blood	  	connective	    
484696808.CEL	"Stephen,,Henderson"	E-MEXP-353	neoplasm	sarcoma	liposarcoma	  	non blood	Homo sapiens	skin	  	  	well-differentiated liposarcoma	adult	  	female	  	  	484696808.CEL_L	biotin	484696808.CEL	A-AFFY-33	484696808.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.raw.75.zip	P-MTAB-2072	hgu133a_rma_okFiles_080619_MAGETAB.csv	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.processed.2.zip	neoplasm	sarcoma	liposarcoma	non blood	  	connective	    
484696826.CEL	"Stephen,,Henderson"	E-MEXP-353	neoplasm	sarcoma	monophasic synovial sarcoma	  	non blood	Homo sapiens	left fibula	  	  	monophasic synovial sarcoma	adult	  	male	  	  	484696826.CEL_L	biotin	484696826.CEL	A-AFFY-33	484696826.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.raw.95.zip	P-MTAB-2072	hgu133a_rma_okFiles_080619_MAGETAB.csv	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.processed.2.zip	neoplasm	sarcoma	monophasic synovial sarcoma	non blood	  	connective	    
484696870.CEL	"Stephen,,Henderson"	E-MEXP-353	neoplasm	other neoplasm	schwannoma	  	non blood	Homo sapiens	peroneal nerve	  	  	schwannoma	adult	  	male	  	  	484696870.CEL_L	biotin	484696870.CEL	A-AFFY-33	484696870.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.raw.107.zip	P-MTAB-2072	hgu133a_rma_okFiles_080619_MAGETAB.csv	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.processed.2.zip	neoplasm	other neoplasm	schwannoma	non blood	  	the rest	    
484696932.CEL	"Stephen,,Henderson"	E-MEXP-353	neoplasm	sarcoma	myxoid liposarcoma	  	non blood	Homo sapiens	  	  	  	myxoid liposarcoma	adult	  	  	  	  	484696932.CEL_L	biotin	484696932.CEL	A-AFFY-33	484696932.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.raw.96.zip	P-MTAB-2072	hgu133a_rma_okFiles_080619_MAGETAB.csv	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.processed.2.zip	neoplasm	sarcoma	myxoid liposarcoma	non blood	  	connective	    
484697020.CEL	"Stephen,,Henderson"	E-MEXP-353	neoplasm	sarcoma	leiomyosarcoma	  	non blood	Homo sapiens	right latissimus dorsi	  	  	leiomyosarcoma	adult	  	male	  	  	484697020.CEL_L	biotin	484697020.CEL	A-AFFY-33	484697020.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.raw.73.zip	P-MTAB-2072	hgu133a_rma_okFiles_080619_MAGETAB.csv	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.processed.2.zip	neoplasm	sarcoma	leiomyosarcoma	non blood	  	connective	    
484697108.CEL	"Stephen,,Henderson"	E-MEXP-353	neoplasm	sarcoma	monophasic synovial sarcoma	  	non blood	Homo sapiens	  	  	  	monophasic synovial sarcoma	adult	  	unknown sex	  	  	484697108.CEL_L	biotin	484697108.CEL	A-AFFY-33	484697108.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.raw.95.zip	P-MTAB-2072	hgu133a_rma_okFiles_080619_MAGETAB.csv	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.processed.2.zip	neoplasm	sarcoma	monophasic synovial sarcoma	non blood	  	connective	    
484697126.CEL	"Stephen,,Henderson"	E-MEXP-353	disease	solid tissue non neoplastic disease	lipoma	  	non blood	Homo sapiens	right shoulder	  	  	lipoma	adult	  	male	  	  	484697126.CEL_L	biotin	484697126.CEL	A-AFFY-33	484697126.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.raw.74.zip	P-MTAB-2072	hgu133a_rma_okFiles_080619_MAGETAB.csv	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.processed.2.zip	disease	solid tissue non neoplastic disease	lipoma	non blood	  	the rest	    
484697258.CEL	"Stephen,,Henderson"	E-MEXP-353	neoplasm	sarcoma	osteosarcoma	  	non blood	Homo sapiens	distal right femur	  	  	osteosarcoma	  	  	unknown sex	  	  	484697258.CEL_L	biotin	484697258.CEL	A-AFFY-33	484697258.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.raw.98.zip	P-MTAB-2072	hgu133a_rma_okFiles_080619_MAGETAB.csv	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.processed.2.zip	neoplasm	sarcoma	osteosarcoma	non blood	  	connective	    
484697284.CEL	"Stephen,,Henderson"	E-MEXP-353	neoplasm	other neoplasm	fibromatosis	  	non blood	Homo sapiens	right upper arm	  	  	fibromatosis	adult	  	male	  	  	484697284.CEL_L	biotin	484697284.CEL	A-AFFY-33	484697284.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.raw.55.zip	P-MTAB-2072	hgu133a_rma_okFiles_080619_MAGETAB.csv	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.processed.2.zip	neoplasm	other neoplasm	fibromatosis	non blood	  	the rest	    
484697302.CEL	"Stephen,,Henderson"	E-MEXP-353	neoplasm	sarcoma	liposarcoma	  	non blood	Homo sapiens	  	  	  	well-differentiated liposarcoma	adult	  	male	  	  	484697302.CEL_L	biotin	484697302.CEL	A-AFFY-33	484697302.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.raw.75.zip	P-MTAB-2072	hgu133a_rma_okFiles_080619_MAGETAB.csv	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.processed.2.zip	neoplasm	sarcoma	liposarcoma	non blood	  	connective	    
484697320.CEL	"Stephen,,Henderson"	E-MEXP-353	neoplasm	other neoplasm	fibromatosis	  	non blood	Homo sapiens	lower back	  	  	fibromatosis	adult	  	female	  	  	484697320.CEL_L	biotin	484697320.CEL	A-AFFY-33	484697320.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.raw.55.zip	P-MTAB-2072	hgu133a_rma_okFiles_080619_MAGETAB.csv	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.processed.2.zip	neoplasm	other neoplasm	fibromatosis	non blood	  	the rest	    
484697338.CEL	"Stephen,,Henderson"	E-MEXP-353	neoplasm	sarcoma	sarcoma	  	non blood	Homo sapiens	left calf	  	  	sarcoma	adult	  	male	  	  	484697338.CEL_L	biotin	484697338.CEL	A-AFFY-33	484697338.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.raw.107.zip	P-MTAB-2072	hgu133a_rma_okFiles_080619_MAGETAB.csv	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.processed.2.zip	neoplasm	sarcoma	sarcoma	non blood	  	connective	    
484697356.CEL	"Stephen,,Henderson"	E-MEXP-353	neoplasm	sarcoma	chondrosarcoma	  	non blood	Homo sapiens	right femur	  	  	chondrosarcoma	adult	  	male	  	  	484697356.CEL_L	biotin	484697356.CEL	A-AFFY-33	484697356.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.raw.48.zip	P-MTAB-2072	hgu133a_rma_okFiles_080619_MAGETAB.csv	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.processed.2.zip	neoplasm	sarcoma	chondrosarcoma	non blood	  	connective	    
484697374.CEL	"Stephen,,Henderson"	E-MEXP-353	neoplasm	sarcoma	dedifferentiated chondrosarcoma	  	non blood	Homo sapiens	left femur	  	  	dedifferentiated chondrosarcoma	adult	  	male	  	  	484697374.CEL_L	biotin	484697374.CEL	A-AFFY-33	484697374.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.raw.51.zip	P-MTAB-2072	hgu133a_rma_okFiles_080619_MAGETAB.csv	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.processed.2.zip	neoplasm	sarcoma	dedifferentiated chondrosarcoma	non blood	  	connective	    
484697392.CEL	"Stephen,,Henderson"	E-MEXP-353	neoplasm	nervous system neoplasm	malignant peripheral nerve sheath tumor	  	non blood	Homo sapiens	chest wall	  	  	malignant peripheral nerve sheath tumor	adult	  	female	  	  	484697392.CEL_L	biotin	484697392.CEL	A-AFFY-33	484697392.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.raw.79.zip	P-MTAB-2072	hgu133a_rma_okFiles_080619_MAGETAB.csv	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.processed.2.zip	neoplasm	nervous system neoplasm	malignant peripheral nerve sheath tumor	non blood	  	the rest	    
484697436.CEL	"Stephen,,Henderson"	E-MEXP-353	neoplasm	sarcoma	leiomyosarcoma	  	non blood	Homo sapiens	right leg	  	  	leiomyosarcoma	adult	  	male	  	  	484697436.CEL_L	biotin	484697436.CEL	A-AFFY-33	484697436.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.raw.73.zip	P-MTAB-2072	hgu133a_rma_okFiles_080619_MAGETAB.csv	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.processed.2.zip	neoplasm	sarcoma	leiomyosarcoma	non blood	  	connective	    
484697480.CEL	"Stephen,,Henderson"	E-MEXP-353	neoplasm	sarcoma	leiomyosarcoma	  	non blood	Homo sapiens	right calf	  	  	leiomyosarcoma	adult	  	female	  	  	484697480.CEL_L	biotin	484697480.CEL	A-AFFY-33	484697480.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.raw.73.zip	P-MTAB-2072	hgu133a_rma_okFiles_080619_MAGETAB.csv	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.processed.2.zip	neoplasm	sarcoma	leiomyosarcoma	non blood	  	connective	    
484697498.CEL	"Stephen,,Henderson"	E-MEXP-353	neoplasm	sarcoma	chondroblastoma	  	non blood	Homo sapiens	right tibia	  	  	chondroblastoma	adult	  	male	  	  	484697498.CEL_L	biotin	484697498.CEL	A-AFFY-33	484697498.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.raw.48.zip	P-MTAB-2072	hgu133a_rma_okFiles_080619_MAGETAB.csv	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.processed.2.zip	neoplasm	sarcoma	chondroblastoma	non blood	  	connective	    
484697524.CEL	"Stephen,,Henderson"	E-MEXP-353	neoplasm	sarcoma	chondrosarcoma	  	non blood	Homo sapiens	left foot	  	  	chondrosarcoma	adult	  	female	  	  	484697524.CEL_L	biotin	484697524.CEL	A-AFFY-33	484697524.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.raw.48.zip	P-MTAB-2072	hgu133a_rma_okFiles_080619_MAGETAB.csv	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.processed.2.zip	neoplasm	sarcoma	chondrosarcoma	non blood	  	connective	    
484697542.CEL	"Stephen,,Henderson"	E-MEXP-353	neoplasm	sarcoma	monophasic synovial sarcoma	  	non blood	Homo sapiens	right leg	  	  	monophasic synovial sarcoma	adult	  	female	  	  	484697542.CEL_L	biotin	484697542.CEL	A-AFFY-33	484697542.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.raw.94.zip	P-MTAB-2072	hgu133a_rma_okFiles_080619_MAGETAB.csv	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.processed.2.zip	neoplasm	sarcoma	monophasic synovial sarcoma	non blood	  	connective	    
484697575.CEL	"Stephen,,Henderson"	E-MEXP-353	neoplasm	sarcoma	sarcoma	  	non blood	Homo sapiens	left knee	  	  	sarcoma	adult	  	female	  	  	484697575.CEL_L	biotin	484697575.CEL	A-AFFY-33	484697575.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.raw.107.zip	P-MTAB-2072	hgu133a_rma_okFiles_080619_MAGETAB.csv	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.processed.2.zip	neoplasm	sarcoma	sarcoma	non blood	  	connective	    
484697593.CEL	"Stephen,,Henderson"	E-MEXP-353	neoplasm	sarcoma	chondrosarcoma	  	non blood	Homo sapiens	left knee	  	  	chondrosarcoma	adult	  	male	  	  	484697593.CEL_L	biotin	484697593.CEL	A-AFFY-33	484697593.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.raw.48.zip	P-MTAB-2072	hgu133a_rma_okFiles_080619_MAGETAB.csv	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.processed.2.zip	neoplasm	sarcoma	chondrosarcoma	non blood	  	connective	    
484697611.CEL	"Stephen,,Henderson"	E-MEXP-353	neoplasm	other neoplasm	dedifferentiated chondrosarcoma	  	non blood	Homo sapiens	  	  	  	dedifferentiated chondrosarcoma	adult	  	male	  	  	484697611.CEL_L	biotin	484697611.CEL	A-AFFY-33	484697611.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.raw.51.zip	P-MTAB-2072	hgu133a_rma_okFiles_080619_MAGETAB.csv	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.processed.2.zip	neoplasm	other neoplasm	dedifferentiated chondrosarcoma	non blood	  	connective	    
484697629.CEL	"Stephen,,Henderson"	E-MEXP-353	neoplasm	sarcoma	osteosarcoma	  	non blood	Homo sapiens	proximal epiphysis of right fibula	  	  	osteosarcoma	adult	  	male	  	  	484697629.CEL_L	biotin	484697629.CEL	A-AFFY-33	484697629.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.raw.98.zip	P-MTAB-2072	hgu133a_rma_okFiles_080619_MAGETAB.csv	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.processed.2.zip	neoplasm	sarcoma	osteosarcoma	non blood	  	connective	    
484697647.CEL	"Stephen,,Henderson"	E-MEXP-353	neoplasm	sarcoma	myxoid liposarcoma	  	non blood	Homo sapiens	  	  	  	myxoid liposarcoma	adult	  	unknown sex	  	  	484697647.CEL_L	biotin	484697647.CEL	A-AFFY-33	484697647.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.raw.96.zip	P-MTAB-2072	hgu133a_rma_okFiles_080619_MAGETAB.csv	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.processed.2.zip	neoplasm	sarcoma	myxoid liposarcoma	non blood	  	connective	    
484697735.CEL	"Stephen,,Henderson"	E-MEXP-353	neoplasm	sarcoma	myxoid liposarcoma	  	non blood	Homo sapiens	left leg	  	  	myxoid liposarcoma	adult	  	female	  	  	484697735.CEL_L	biotin	484697735.CEL	A-AFFY-33	484697735.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.raw.96.zip	P-MTAB-2072	hgu133a_rma_okFiles_080619_MAGETAB.csv	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.processed.2.zip	neoplasm	sarcoma	myxoid liposarcoma	non blood	  	connective	    
484697779.CEL	"Stephen,,Henderson"	E-MEXP-353	neoplasm	sarcoma	myxoid liposarcoma	  	non blood	Homo sapiens	right upper arm	  	  	myxoid liposarcoma	adult	  	female	  	  	484697779.CEL_L	biotin	484697779.CEL	A-AFFY-33	484697779.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.raw.96.zip	P-MTAB-2072	hgu133a_rma_okFiles_080619_MAGETAB.csv	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.processed.2.zip	neoplasm	sarcoma	myxoid liposarcoma	non blood	  	connective	    
484697797.CEL	"Stephen,,Henderson"	E-MEXP-353	neoplasm	sarcoma	leiomyosarcoma	  	non blood	Homo sapiens	left thigh	  	  	leiomyosarcoma	adult	  	female	  	  	484697797.CEL_L	biotin	484697797.CEL	A-AFFY-33	484697797.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.raw.73.zip	P-MTAB-2072	hgu133a_rma_okFiles_080619_MAGETAB.csv	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.processed.2.zip	neoplasm	sarcoma	leiomyosarcoma	non blood	  	connective	    
484697859.CEL	"Stephen,,Henderson"	E-MEXP-353	neoplasm	sarcoma	sarcoma	  	non blood	Homo sapiens	right upper arm	  	  	sarcoma	adult	  	male	  	  	484697859.CEL_L	biotin	484697859.CEL	A-AFFY-33	484697859.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.raw.107.zip	P-MTAB-2072	hgu133a_rma_okFiles_080619_MAGETAB.csv	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.processed.2.zip	neoplasm	sarcoma	sarcoma	non blood	  	connective	    
484697877.CEL	"Stephen,,Henderson"	E-MEXP-353	neoplasm	other neoplasm	fibromatosis	  	non blood	Homo sapiens	right buttock	  	  	fibromatosis	adult	  	male	  	  	484697877.CEL_L	biotin	484697877.CEL	A-AFFY-33	484697877.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.raw.55.zip	P-MTAB-2072	hgu133a_rma_okFiles_080619_MAGETAB.csv	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.processed.2.zip	neoplasm	other neoplasm	fibromatosis	non blood	  	the rest	    
484697895.CEL	"Stephen,,Henderson"	E-MEXP-353	neoplasm	sarcoma	chondrosarcoma	  	non blood	Homo sapiens	rib cage	  	  	chondrosarcoma	adult	  	male	  	  	484697895.CEL_L	biotin	484697895.CEL	A-AFFY-33	484697895.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.raw.48.zip	P-MTAB-2072	hgu133a_rma_okFiles_080619_MAGETAB.csv	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.processed.2.zip	neoplasm	sarcoma	chondrosarcoma	non blood	  	connective	    
484697913.CEL	"Stephen,,Henderson"	E-MEXP-353	neoplasm	nervous system neoplasm	neurofibroma	  	non blood	Homo sapiens	right thigh	  	  	neurofibroma	adult	  	male	  	  	484697913.CEL_L	biotin	484697913.CEL	A-AFFY-33	484697913.CEL	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.raw.97.zip	P-MTAB-2072	hgu133a_rma_okFiles_080619_MAGETAB.csv	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-62/E-MTAB-62.processed.2.zip	neoplasm	nervous system neoplasm	neurofibroma	non blood	  	the rest	    
